ID_100085	Den Gast soll der Kellner bedienen. Er ist	Er ist ein Freund des Gastes und möchte ihm daher besonders gut dienen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Gast"""	0
ID_100097	Den Fachmann will der Kunde aufsuchen. Er ist	Er ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fachmann"""	1
ID_100139	Der Wachmann will den Angestellten retten. Der ist	Der ist in einem brennenden Gebäude gefangen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angestellten"""	1
ID_100103	Den Geschäftsmann will der Steuerberater warnen. Er ist	Er ist in eine Steuerfalle getappt.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Geschäftsmann"""	1
ID_100013	Den Abenteurer soll der Journalist fotografieren. Der hat	einen seltenen Vogel entdeckt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Abenteurer"""	1
ID_100187	Der Arzt will den Patienten untersuchen. Er hat	Er hat eine Wunde am Arm.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Patienten"""	1
ID_100043	Den Politiker will der Künstler zeichnen. Dieser ist	Dieser ist für seine Reden bekannt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Politiker"""	1
ID_100055	Den Dieb soll der Verkäufer anzeigen. Dieser ist	Dieser ist in das Geschäft eingebrochen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Verkäufer"""	0
ID_100175	Der Bodyguard will den Star verstecken. Dieser hat	Dieser hat einen Termin beim Friseur.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Star"""	1
ID_100007	Den Koch soll der Ober loben. Der hat	Die Gäste mit köstlichen Speisen verwöhnt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Koch"""	1
ID_100199	Der Manager soll den Bewerber einstellen. Er hat	Er hat die besten Qualifikationen für den Job.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Bewerber"""	1
ID_100091	Den Besucher will der Abiturient erschrecken. Er ist	Er ist in ein dunkles Zimmer gegangen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Besucher"""	1
ID_100067	Den Angeklagten will der Anwalt kontrollieren. Dieser ist	Dieser ist wegen Mordes angeklagt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angeklagten"""	1
