ID_100025	Den Direktor will der Schüler begrüßen. Der hat	Der hat einen neuen Job bekommen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Direktor"""	1
ID_100139	Der Wachmann will den Angestellten retten. Der ist	Der ist von einem Feuer überrascht worden.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angestellten"""	1
ID_100079	Den Anfänger will der Fahrer überholen. Er ist	Er ist zu schnell.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Anfänger"""	0
ID_100109	Der Soldat will den Kameraden überraschen. Der ist	Der ist in der Nähe.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kameraden"""	1
ID_100163	Der Lehrer will den Klassensprecher loben. Dieser hat	Dieser hat eine ausgezeichnete Präsentation gehalten.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Klassensprecher"""	1
ID_100181	Der Vater will den Sohn küssen. Er hat	Er hat einen Tag lang auf ihn gewartet.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Vater"""	1
ID_100193	Der Student will den Dozenten treffen. Er hat	Er hat eine Frage zu dem Thema gestellt.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Student"""	1
ID_100199	Der Manager soll den Bewerber einstellen. Er hat	Er hat sich in allen Bereichen gut bewiesen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Bewerber"""	1
ID_100115	Der Pförtner soll den Hausmeister benachrichtigen. Der ist	Der ist nicht mehr im Büro.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Pförtner"""	0
ID_100169	Der Vorgesetzte will den Assistenten suchen. Dieser hat	Dieser hat den Schlüssel vergessen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Assistenten"""	1
ID_100073	Den Kranken soll der Samariter pflegen. Er ist	Er ist von einem Unfall betroffen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kranken"""	1
ID_100097	Den Fachmann will der Kunde aufsuchen. Er ist	Er ist auf der Suche nach einem Fachmann für seine Probleme.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fachmann"""	0
ID_100031	Den Clown will der Komödiant einladen. Der hat	Der hat eine Party geplant.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Komödiant"""	1
ID_100049	Den Ordnungshüter soll der Passant informieren. Dieser ist	Dieser ist auf dem Fahrrad gefahren.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Passant"""	1
ID_100085	Den Gast soll der Kellner bedienen. Er ist	Er ist gerade in der Küche.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Gast"""	0
ID_100187	Der Arzt will den Patienten untersuchen. Er hat	Er hat Schmerzen in der Brust.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Patienten"""	1
ID_100103	Den Geschäftsmann will der Steuerberater warnen. Er ist	Er ist in Schwierigkeiten geraten.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Geschäftsmann"""	1
ID_100013	Den Abenteurer soll der Journalist fotografieren. Der hat	Der hat eine einzigartige Persönlichkeit.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Abenteurer"""	1
ID_100043	Den Politiker will der Künstler zeichnen. Dieser ist	Dieser ist bekannt für seine kontroversen Aussagen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Künstler"""	0
ID_100091	Den Besucher will der Abiturient erschrecken. Er ist	Er ist in einem Kostüm gekleidet.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Besucher"""	0
ID_100007	Den Koch soll der Ober loben. Der hat	Der hat eine exzellente Arbeit geleistet.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Koch"""	1
