ID_100211	Der Regisseur will den Schauspieler unterstützen. Er hat	er hat eine schwierige Rolle übernommen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Schauspieler"""	1
ID_100145	Der Pfleger soll den Opa baden. Dieser hat	Dieser hat sich beim Fußballspielen den Arm gebrochen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Opa"""	1
ID_100001	Den Professor soll der Doktorand vertreten. Der hat	eine wichtige Konferenz in London.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Professor"""	1
ID_100079	Den Anfänger will der Fahrer überholen. Er ist	Er ist mit hoher Geschwindigkeit unterwegs.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Fahrer"""	1
ID_100163	Der Lehrer will den Klassensprecher loben. Dieser hat	dieses Jahr besonders viele Hausaufgaben gemacht.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Klassensprecher"""	1
ID_100181	Der Vater will den Sohn küssen. Er hat	Er hat den Sohn lange nicht gesehen.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Vater"""	1
ID_100193	Der Student will den Dozenten treffen. Er hat	eine wichtige Frage zu klären.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Studenten"""	1
ID_100109	Der Soldat will den Kameraden überraschen. Der ist	Der ist in einem Hinterhalt gefangen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kameraden"""	1
ID_100169	Der Vorgesetzte will den Assistenten suchen. Dieser hat	... einen wichtigen Termin vergessen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Assistenten"""	1
ID_100115	Der Pförtner soll den Hausmeister benachrichtigen. Der ist	Im Büro und arbeitet an einem Dokument.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Hausmeister"""	1
ID_100073	Den Kranken soll der Samariter pflegen. Er ist	Von einem Löwen angegriffen worden.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kranken"""	1
ID_100049	Den Ordnungshüter soll der Passant informieren. Dieser ist	von einem Hund gebissen worden.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Passanten"""	1
ID_100031	Den Clown will der Komödiant einladen. Der hat	Er hat eine Vorstellung gegeben.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Komödiant"""	0
ID_100085	Den Gast soll der Kellner bedienen. Er ist	Ein Mann in einem Anzug.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Gast"""	1
ID_100097	Den Fachmann will der Kunde aufsuchen. Er ist	Er ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Verletzten"""	0
ID_100139	Der Wachmann will den Angestellten retten. Der ist	In einem brennenden Gebäude gefangen.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angestellten"""	1
ID_100103	Den Geschäftsmann will der Steuerberater warnen. Er ist	in große Schwierigkeiten geraten.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Geschäftsmann"""	1
ID_100013	Den Abenteurer soll der Journalist fotografieren. Der hat	die Kreatur getötet.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Kreatur"""	0
ID_100187	Der Arzt will den Patienten untersuchen. Er hat	Schmerzen im Knie.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Patienten"""	1
ID_100043	Den Politiker will der Künstler zeichnen. Dieser ist	dieser ist von einem Auto angefahren worden.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Politiker"""	1
ID_100055	Den Dieb soll der Verkäufer anzeigen. Dieser ist	dieser ist in das Geschäft eingebrochen.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Dieb"""	1
ID_100175	Der Bodyguard will den Star verstecken. Dieser hat	diesen hat erkannt.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Star"""	0
ID_100007	Den Koch soll der Ober loben. Der hat	die Gäste mit seinem Essen zufriedengestellt.	"Auf was bezieht sich das ""Der"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Koch"""	1
ID_100199	Der Manager soll den Bewerber einstellen. Er hat	eine ausgezeichnete Ausbildung und viel Erfahrung.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Bewerber"""	1
ID_100091	Den Besucher will der Abiturient erschrecken. Er ist	Er ist mit einem blutigen Messer bewaffnet.	"Auf was bezieht sich das ""Er"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Besucher"""	0
ID_100067	Den Angeklagten will der Anwalt kontrollieren. Dieser ist	dieser ist vor Gericht gestellt worden.	"Auf was bezieht sich das ""Dieser"" in dem Satz, den Sie ergänzt haben?"	"Auf ""Angeklagten"""	1
